Issue_ID,Department,Issue_Type,Entity_ID,Entity_Name,Metric,Actual_Value,Expected_Value,Variance,Priority,Root_Cause,Financial_Impact,Recommended_Action,Source,Report_Date
ISSUE-06602,Finance / Collections,Outstanding Receivable > 180 Days,INV0087986,Aarav Sharma,Outstanding Amount,4413.73,0.0,4413.73,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4413.73,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06603,Finance / Collections,Outstanding Receivable > 180 Days,INV0093586,Aarav Sharma,Outstanding Amount,4413.73,0.0,4413.73,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4413.73,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06604,Finance / Collections,Outstanding Receivable > 180 Days,INV0094286,Priya Nair,Outstanding Amount,4413.73,0.0,4413.73,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4413.73,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06605,Finance / Collections,Outstanding Receivable > 180 Days,INV0094986,Vijay Kumar,Outstanding Amount,4413.73,0.0,4413.73,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4413.73,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06606,Finance / Collections,Outstanding Receivable > 180 Days,INV0095686,Divya Menon,Outstanding Amount,4413.73,0.0,4413.73,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4413.73,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06607,Finance / Collections,Outstanding Receivable > 180 Days,INV0096386,Vijay Kumar,Outstanding Amount,4413.73,0.0,4413.73,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4413.73,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06608,Finance / Collections,Outstanding Receivable > 180 Days,INV0101237,Vijay Kumar,Outstanding Amount,4409.08,0.0,4409.08,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4409.08,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06609,Finance / Collections,Outstanding Receivable > 180 Days,INV0101937,Vijay Kumar,Outstanding Amount,4409.08,0.0,4409.08,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4409.08,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06610,Finance / Collections,Outstanding Receivable > 180 Days,INV0100437,Priya Nair,Outstanding Amount,4393.92,0.0,4393.92,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4393.92,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06611,Finance / Collections,Outstanding Receivable > 180 Days,INV0101137,Neha Singh,Outstanding Amount,4393.92,0.0,4393.92,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4393.92,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06612,Finance / Collections,Outstanding Receivable > 180 Days,INV0101837,Neha Singh,Outstanding Amount,4393.92,0.0,4393.92,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4393.92,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06613,Finance / Collections,Outstanding Receivable > 180 Days,INV0077057,Vijay Kumar,Outstanding Amount,4391.59,0.0,4391.59,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4391.59,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06614,Finance / Collections,Outstanding Receivable > 180 Days,INV0077757,Meera Patel,Outstanding Amount,4391.59,0.0,4391.59,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4391.59,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06615,Finance / Collections,Outstanding Receivable > 180 Days,INV0083357,Priya Nair,Outstanding Amount,4391.59,0.0,4391.59,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4391.59,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06616,Finance / Collections,Outstanding Receivable > 180 Days,INV0084057,Karthik Raj,Outstanding Amount,4391.59,0.0,4391.59,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4391.59,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06617,Finance / Collections,Outstanding Receivable > 180 Days,INV0084757,Neha Singh,Outstanding Amount,4391.59,0.0,4391.59,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4391.59,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06618,Finance / Collections,Outstanding Receivable > 180 Days,INV0085457,Karthik Raj,Outstanding Amount,4391.59,0.0,4391.59,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4391.59,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06619,Finance / Collections,Outstanding Receivable > 180 Days,INV0086157,Anitha Iyer,Outstanding Amount,4391.59,0.0,4391.59,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4391.59,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06620,Finance / Collections,Outstanding Receivable > 180 Days,INV0091757,Anitha Iyer,Outstanding Amount,4391.59,0.0,4391.59,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4391.59,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06621,Finance / Collections,Outstanding Receivable > 180 Days,INV0092457,Divya Menon,Outstanding Amount,4391.59,0.0,4391.59,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4391.59,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06622,Finance / Collections,Outstanding Receivable > 180 Days,INV0093157,Anitha Iyer,Outstanding Amount,4391.59,0.0,4391.59,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4391.59,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06623,Finance / Collections,Outstanding Receivable > 180 Days,INV0093857,Priya Nair,Outstanding Amount,4391.59,0.0,4391.59,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4391.59,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06624,Finance / Collections,Outstanding Receivable > 180 Days,INV0094557,Rahul Verma,Outstanding Amount,4391.59,0.0,4391.59,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4391.59,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06625,Finance / Collections,Outstanding Receivable > 180 Days,INV0081886,Karthik Raj,Outstanding Amount,4391.21,0.0,4391.21,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4391.21,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06626,Finance / Collections,Outstanding Receivable > 180 Days,INV0082586,Karthik Raj,Outstanding Amount,4391.21,0.0,4391.21,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4391.21,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06627,Finance / Collections,Outstanding Receivable > 180 Days,INV0083286,Priya Nair,Outstanding Amount,4391.21,0.0,4391.21,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4391.21,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06628,Finance / Collections,Outstanding Receivable > 180 Days,INV0083986,Neha Singh,Outstanding Amount,4391.21,0.0,4391.21,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4391.21,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06629,Finance / Collections,Outstanding Receivable > 180 Days,INV0084686,Anitha Iyer,Outstanding Amount,4391.21,0.0,4391.21,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4391.21,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06630,Finance / Collections,Outstanding Receivable > 180 Days,INV0090286,Anitha Iyer,Outstanding Amount,4391.21,0.0,4391.21,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4391.21,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06631,Finance / Collections,Outstanding Receivable > 180 Days,INV0090986,Priya Nair,Outstanding Amount,4391.21,0.0,4391.21,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4391.21,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06632,Finance / Collections,Outstanding Receivable > 180 Days,INV0091686,Karthik Raj,Outstanding Amount,4391.21,0.0,4391.21,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4391.21,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06633,Finance / Collections,Outstanding Receivable > 180 Days,INV0092386,Rahul Verma,Outstanding Amount,4391.21,0.0,4391.21,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4391.21,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06634,Finance / Collections,Outstanding Receivable > 180 Days,INV0093086,Arjun Rao,Outstanding Amount,4391.21,0.0,4391.21,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4391.21,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06635,Finance / Collections,Outstanding Receivable > 180 Days,INV0098686,Priya Nair,Outstanding Amount,4391.21,0.0,4391.21,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4391.21,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06636,Finance / Collections,Outstanding Receivable > 180 Days,INV0099386,Vijay Kumar,Outstanding Amount,4391.21,0.0,4391.21,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4391.21,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06637,Finance / Collections,Outstanding Receivable > 180 Days,INV0100856,Vijay Kumar,Outstanding Amount,4370.43,0.0,4370.43,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4370.43,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06638,Finance / Collections,Outstanding Receivable > 180 Days,INV0101556,Neha Singh,Outstanding Amount,4370.43,0.0,4370.43,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4370.43,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06639,Finance / Collections,Outstanding Receivable > 180 Days,INV0079357,Meera Patel,Outstanding Amount,4368.83,0.0,4368.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4368.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06640,Finance / Collections,Outstanding Receivable > 180 Days,INV0080057,Priya Nair,Outstanding Amount,4368.83,0.0,4368.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4368.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
